               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 106,              1.6521,             0.99826,              1.5438,             0.83499,             0.79315,             0.86262,             0.49377,                   0,                   0,                   0,            0.007921,            0.007921,            0.007921
                 107,              1.6502,             0.98505,              1.5382,             0.84205,             0.79509,             0.87089,             0.50294,                   0,                   0,                   0,           0.0079012,           0.0079012,           0.0079012
                 108,              1.6563,             0.98294,              1.5388,             0.83538,             0.80706,             0.87481,             0.50408,                   0,                   0,                   0,           0.0078814,           0.0078814,           0.0078814
                 109,              1.6566,             0.99066,              1.5344,             0.85148,             0.80179,             0.87708,             0.50218,                   0,                   0,                   0,           0.0078616,           0.0078616,           0.0078616
                 110,              1.6316,              0.9678,              1.5309,             0.83352,             0.80523,             0.87254,             0.50097,                   0,                   0,                   0,           0.0078418,           0.0078418,           0.0078418
                 111,              1.6483,             0.98504,              1.5357,              0.8336,             0.81071,             0.87124,             0.50066,                   0,                   0,                   0,            0.007822,            0.007822,            0.007822
                 112,              1.6307,             0.97379,              1.5174,             0.84896,             0.79486,             0.87334,             0.50475,                   0,                   0,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,              1.6192,             0.95699,              1.5136,             0.82399,             0.80577,             0.86504,             0.49933,                   0,                   0,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,              1.6336,             0.96423,              1.5094,              0.8336,             0.80166,             0.86999,             0.49915,                   0,                   0,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,              1.6218,             0.97033,              1.5183,             0.83533,             0.80837,             0.87044,              0.5066,                   0,                   0,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,              1.6411,              0.9683,              1.5181,             0.83262,             0.81591,             0.86912,             0.50433,                   0,                   0,                   0,            0.007723,            0.007723,            0.007723
                 117,              1.6396,             0.95755,              1.5237,             0.84495,              0.8025,             0.87195,             0.50885,                   0,                   0,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,              1.6222,             0.95755,              1.5205,             0.83448,             0.80138,              0.8659,             0.50486,                   0,                   0,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,              1.6336,             0.95502,              1.5138,             0.84257,             0.79597,             0.86535,             0.50113,                   0,                   0,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,              1.6265,             0.95865,              1.5265,              0.8396,             0.80179,             0.86595,             0.50067,                   0,                   0,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,              1.6209,             0.95487,              1.5125,             0.84557,             0.81674,             0.87707,             0.50892,                   0,                   0,                   0,            0.007624,            0.007624,            0.007624
                 122,              1.6175,             0.94524,              1.5107,             0.83031,             0.81621,             0.87121,             0.50712,                   0,                   0,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,              1.6143,             0.93874,              1.5122,             0.84696,             0.80058,             0.86766,             0.50355,                   0,                   0,                   0,           0.0075844,           0.0075844,           0.0075844
