               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  77,              1.3929,             0.75825,              1.3806,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068722,           0.0068722,           0.0068722
                  78,              1.4126,             0.77957,              1.3905,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067997,           0.0067997,           0.0067997
                  79,              1.3833,             0.75767,              1.3743,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067268,           0.0067268,           0.0067268
                  80,              1.3867,             0.75495,              1.3759,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066534,           0.0066534,           0.0066534
                  81,              1.3857,             0.76859,               1.381,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065796,           0.0065796,           0.0065796
                  82,              1.3724,              0.7584,              1.3732,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065055,           0.0065055,           0.0065055
                  83,              1.3904,             0.76254,              1.3713,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006431,            0.006431,            0.006431
                  84,              1.3856,             0.75602,              1.3756,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063562,           0.0063562,           0.0063562
                  85,              1.3881,             0.75126,              1.3742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006281,            0.006281,            0.006281
                  86,              1.3604,             0.74238,              1.3661,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062056,           0.0062056,           0.0062056
                  87,               1.371,             0.74326,              1.3674,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061298,           0.0061298,           0.0061298
                  88,              1.3698,             0.74722,              1.3638,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060538,           0.0060538,           0.0060538
                  89,              1.3608,             0.73734,              1.3664,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059775,           0.0059775,           0.0059775
                  90,              1.3574,             0.73699,              1.3642,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005901,            0.005901,            0.005901
                  91,              1.3546,             0.73976,              1.3615,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058244,           0.0058244,           0.0058244
                  92,              1.3604,             0.73241,               1.362,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057475,           0.0057475,           0.0057475
                  93,              1.3458,             0.73197,              1.3545,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056704,           0.0056704,           0.0056704
                  94,              1.3477,               0.724,              1.3553,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055932,           0.0055932,           0.0055932
                  95,              1.3363,             0.72419,              1.3527,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055158,           0.0055158,           0.0055158
                  96,              1.3442,             0.72764,              1.3578,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054384,           0.0054384,           0.0054384
                  97,              1.3216,             0.70513,              1.3452,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053608,           0.0053608,           0.0053608
                  98,               1.318,             0.71213,              1.3394,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052832,           0.0052832,           0.0052832
                  99,              1.3244,             0.71893,              1.3491,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052055,           0.0052055,           0.0052055
                 100,              1.3134,             0.70149,              1.3468,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051278,           0.0051278,           0.0051278
                 101,               1.331,             0.71142,              1.3473,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                 102,              1.3204,             0.71375,              1.3424,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049722,           0.0049722,           0.0049722
                 103,              1.3251,             0.71269,              1.3398,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048945,           0.0048945,           0.0048945
                 104,              1.3205,             0.71362,              1.3419,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048168,           0.0048168,           0.0048168
                 105,               1.309,             0.69639,              1.3452,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047392,           0.0047392,           0.0047392
                 106,              1.2982,             0.70311,              1.3335,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046616,           0.0046616,           0.0046616
                 107,              1.2949,             0.69689,              1.3329,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045842,           0.0045842,           0.0045842
                 108,              1.3011,             0.69748,              1.3325,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045068,           0.0045068,           0.0045068
                 109,              1.2949,             0.70449,              1.3281,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044296,           0.0044296,           0.0044296
                 110,              1.2692,             0.68236,               1.324,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043525,           0.0043525,           0.0043525
                 111,              1.2884,             0.70057,              1.3323,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042756,           0.0042756,           0.0042756
                 112,              1.2857,             0.68617,              1.3295,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004199,            0.004199,            0.004199
                 113,              1.2645,             0.68119,              1.3159,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041225,           0.0041225,           0.0041225
                 114,               1.275,             0.67701,              1.3124,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040462,           0.0040462,           0.0040462
                 115,               1.272,             0.68723,              1.3214,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039702,           0.0039702,           0.0039702
                 116,              1.2682,             0.67522,              1.3121,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038944,           0.0038944,           0.0038944
                 117,              1.2742,             0.67214,              1.3172,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003819,            0.003819,            0.003819
                 118,              1.2627,             0.67949,              1.3197,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037438,           0.0037438,           0.0037438
                 119,              1.2672,             0.67783,              1.3068,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003669,            0.003669,            0.003669
                 120,              1.2599,              0.6743,              1.3202,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035945,           0.0035945,           0.0035945
                 121,              1.2466,             0.67147,              1.3052,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035204,           0.0035204,           0.0035204
                 122,              1.2517,             0.66676,              1.3105,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034466,           0.0034466,           0.0034466
                 123,              1.2455,             0.65659,              1.3051,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033732,           0.0033732,           0.0033732
                 124,              1.2394,             0.65669,              1.3019,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033003,           0.0033003,           0.0033003
                 125,              1.2262,             0.64781,              1.2968,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032278,           0.0032278,           0.0032278
                 126,              1.2298,             0.65297,              1.3011,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031557,           0.0031557,           0.0031557
                 127,              1.2219,              0.6431,              1.2959,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030841,           0.0030841,           0.0030841
                 128,              1.2196,             0.64633,              1.2954,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003013,            0.003013,            0.003013
                 129,              1.2255,             0.64678,               1.294,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029424,           0.0029424,           0.0029424
                 130,              1.2217,             0.65309,              1.3031,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028723,           0.0028723,           0.0028723
                 131,              1.2135,             0.65063,              1.2918,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028027,           0.0028027,           0.0028027
                 132,               1.231,             0.65914,              1.3017,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027337,           0.0027337,           0.0027337
                 133,              1.2189,             0.64522,               1.286,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026653,           0.0026653,           0.0026653
                 134,              1.2123,             0.64551,              1.2927,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025975,           0.0025975,           0.0025975
                 135,              1.2018,             0.64179,              1.2884,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025302,           0.0025302,           0.0025302
                 136,              1.1887,             0.63147,              1.2793,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024636,           0.0024636,           0.0024636
                 137,              1.1825,             0.62805,              1.2784,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023977,           0.0023977,           0.0023977
                 138,              1.1893,             0.62951,              1.2816,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023323,           0.0023323,           0.0023323
                 139,              1.1929,              0.6302,              1.2876,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022677,           0.0022677,           0.0022677
                 140,              1.1847,             0.62801,              1.2851,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022037,           0.0022037,           0.0022037
                 141,              1.1779,             0.62838,              1.2821,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021405,           0.0021405,           0.0021405
                 142,              1.1748,             0.62191,              1.2679,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020779,           0.0020779,           0.0020779
                 143,              1.1833,             0.63094,              1.2862,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020161,           0.0020161,           0.0020161
                 144,              1.1701,             0.60998,              1.2682,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001955,            0.001955,            0.001955
                 145,              1.1545,             0.60659,              1.2701,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018948,           0.0018948,           0.0018948
                 146,              1.1744,             0.62176,              1.2741,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018352,           0.0018352,           0.0018352
                 147,              1.1549,             0.61845,               1.269,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017765,           0.0017765,           0.0017765
                 148,              1.1448,             0.60822,              1.2705,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017186,           0.0017186,           0.0017186
                 149,              1.1441,             0.60136,              1.2622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0016615,           0.0016615,           0.0016615
                 150,              1.1615,               0.616,              1.2692,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0016052,           0.0016052,           0.0016052
                 151,              1.1392,             0.60372,               1.259,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0015498,           0.0015498,           0.0015498
                 152,              1.1372,             0.60057,               1.264,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014953,           0.0014953,           0.0014953
                 153,              1.1524,             0.61092,              1.2645,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014416,           0.0014416,           0.0014416
                 154,              1.1548,              0.6128,              1.2648,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013888,           0.0013888,           0.0013888
