               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  51,              1.8557,              1.1719,              1.6709,             0.82835,             0.75929,             0.84273,             0.46167,                   0,                   0,                   0,           0.0097577,           0.0097577,           0.0097577
                  52,              1.8524,              1.1682,              1.6527,             0.81203,             0.77696,             0.84876,             0.47282,                   0,                   0,                   0,            0.009748,            0.009748,            0.009748
                  53,              1.8585,              1.1642,              1.6612,             0.82318,             0.79281,             0.85511,             0.48005,                   0,                   0,                   0,           0.0097381,           0.0097381,           0.0097381
                  54,              1.8443,              1.1663,              1.6633,             0.82395,             0.77205,             0.84662,              0.4705,                   0,                   0,                   0,           0.0097281,           0.0097281,           0.0097281
                  55,              1.8382,              1.1582,              1.6459,             0.80038,             0.78538,             0.84799,             0.47446,                   0,                   0,                   0,           0.0097178,           0.0097178,           0.0097178
                  56,              1.8407,              1.1679,               1.655,             0.80162,             0.77716,             0.84473,             0.46486,                   0,                   0,                   0,           0.0097074,           0.0097074,           0.0097074
                  57,              1.8228,              1.1312,              1.6524,             0.81999,             0.79233,             0.85798,             0.47679,                   0,                   0,                   0,           0.0096967,           0.0096967,           0.0096967
                  58,              1.8322,              1.1483,               1.646,             0.80864,             0.79601,             0.85363,             0.47528,                   0,                   0,                   0,           0.0096859,           0.0096859,           0.0096859
                  59,              1.8449,              1.1501,              1.6527,             0.81917,             0.77625,             0.85084,             0.47735,                   0,                   0,                   0,           0.0096749,           0.0096749,           0.0096749
                  60,              1.8221,              1.1458,              1.6483,             0.82131,             0.78295,             0.85553,             0.48062,                   0,                   0,                   0,           0.0096638,           0.0096638,           0.0096638
                  61,              1.8093,              1.1265,              1.6308,              0.8355,             0.77438,             0.85543,             0.47472,                   0,                   0,                   0,           0.0096524,           0.0096524,           0.0096524
                  62,              1.8349,              1.1529,              1.6598,             0.82227,             0.78986,             0.85464,             0.48323,                   0,                   0,                   0,           0.0096409,           0.0096409,           0.0096409
                  63,              1.8045,              1.1478,              1.6397,             0.81837,             0.79019,             0.85918,             0.48708,                   0,                   0,                   0,           0.0096291,           0.0096291,           0.0096291
                  64,               1.813,              1.1274,               1.631,             0.83545,             0.77487,             0.85816,             0.48905,                   0,                   0,                   0,           0.0096172,           0.0096172,           0.0096172
                  65,              1.8115,              1.1346,              1.6269,             0.83442,             0.78583,             0.86107,             0.48161,                   0,                   0,                   0,           0.0096051,           0.0096051,           0.0096051
